movieId,genres,numVotes,primaryTitle,startYear,actors,directors,averageRating
1695,comedy,8,volunteers,1985,"Tom Hanks,John Candy,Rita Wilson,Tim Thomerson,Gedde Watanabe,George Plimpton,Ernest Harada,Allan Arbus,Xander Berkeley,Ji-Tu Cumbuka",['Nicholas Meyer'],5.625
1696,"drama,mystery,thriller",31,jfk,1991,"Kevin Costner,Gary Oldman,Jack Lemmon,Walter Matthau,Sally Kirkland,Anthony Ramirez,Gary Taggart,Ray LePere,Steve Reed,Jodie Farber",['Oliver Stone'],7
1697,"comedy,mystery",7,who's harry crumb?,1989,"John Candy,Jeffrey Jones,Annie Potts,Tim Thomerson,Barry Corbin,Shawnee Smith,Valri Bromfield,Doug Steckler,Renée Coleman,Wesley Mann",['Paul Flaherty'],5.714285714
1698,"children,comedy",11,harry and the hendersons,1987,"John Lithgow,Melinda Dillon,Margaret Langrick,Joshua Rudoy,Kevin Peter Hall,David Suchet,Lainie Kazan,Don Ameche,M. Emmet Walsh,William Ontiveros",['William Dear'],5.090909091
1699,"action,adventure",1,let's get harry,1986,"Michael Schoeffling,Tom Wilson,Fidel Abrego,Jere Burns,Gary Busey,Cecile Callan,Terry Camilleri,Elpidia Carrillo,Matt Clark,Rodolfo De Alejandre","['Stuart Rosenberg', 'Alan Smithee']",4
1700,"adventure,crime,drama,romance",1,shanghai surprise,1986,"Sean Penn,Madonna,Paul Freeman,Richard Griffiths,Philip Sayer,Clyde Kusatsu,Kay Tong Lim,Sonserai Lee,Victor Wong,Professor Toru Tanaka",['Jim Goddard'],4
1701,comedy,2,who's that girl?,2011,"Anne Curtis,Luis Manzano,Eugene Domingo,Dina Bonnevie,Dennis Padilla,John Lapus,Candy Pangilinan,DJ Durano,Dino Imperial,Abby Bautista",['Wenn V. Deramas'],5
1702,comedy,6,she-devil,1989,"Meryl Streep,Roseanne Barr,Ed Begley Jr.,Linda Hunt,Sylvia Miles,Elisebeth Peters,Bryan Larkin,A Martinez,Maria Pitillo,Mary Louise Wilson",['Susan Seidelman'],4.666666667
1703,"comedy,fantasy,romance",3,date with an angel,1987,"Michael E. Knight,Phoebe Cates,Emmanuelle Béart,David Dukes,Phillip Brock,Albert Macklin,Peter Kowanko,Vinny Argiro,Bibi Besch,Cheryl Pollak,Cheryl Pollak",['Tom McLoughlin'],2.666666667
1704,"comedy,romance",7,blind date,2015,"Mélanie Bernier,Clovis Cornillac,Lilou Fogli,Philippe Duquesne,Grégoire Oestermann,Oscar Copp,Boris Terral,Manu Payet,Arnaud Lechien,Stéfan Godin",['Clovis Cornillac'],4.714285714
1705,comedy,3,nadine,2008,"Maria Adesioye,Orlando Brooke,Philip Clayton Smith,Elizabeth Crawford,Joe Cronin,Ivan de Lucas,Michael De'Sioye,Hannah Desioye,Brenda Dowsett,Rhiannon Eagles",['Ian Simpson'],6
1706,"adventure,animation,children,fantasy",1,we're back! a dinosaur's story,1993,"John Goodman,Charles Fleischer,Blaze Berdahl,Rhea Perlman,Jay Leno,René Le Vant,Felicity Kendal,Walter Cronkite,Joey Shea,Julia Child","['Phil Nibbelink', 'Simon Wells', 'Dick Zondag', 'Ralph Zondag']",6
1707,"comedy,drama,romance",2,turtle diary,1985,"Glenda Jackson,Ben Kingsley,Richard Johnson,Michael Gambon,Rosemary Leach,Eleanor Bron,Harriet Walter,Jeroen Krabbé,Nigel Hawthorne,Michael Aldridge",['John Irvin'],8
1708,"drama,thriller",1,raise the titanic,1980,"Jason Robards,Richard Jordan,David Selby,Anne Archer,Alec Guinness,Bo Brundin,M. Emmet Walsh,J.D. Cannon,Norman Bartold,Elya Baskin",['Jerry Jameson'],8
1709,"action,drama",6,titanic,2023,James B.,['Kim Harrington'],7.166666667
1710,drama,70,erin brockovich,2000,"Julia Roberts,Albert Finney,David Brisbin,Dawn Didawick,Valente Rodriguez,Conchata Ferrell,George Rocky Sullivan,Pat Skipper,Jack Gill,Irene Olga López",['Steven Soderbergh'],7.057142857
1711,"drama,thriller",35,final destination,2013,,['Ricardas Marcinkus'],5.857142857
1712,"comedy,drama",1,soft fruit,1999,"Jeanie Drynan,Linal Haft,Russell Dykstra,Geneviève Lemon,Sacha Horler,Alicia Talbot,Dion Bilios,Gezelle Byrnes,Jordan Frankland,Cheyenne Dobbs",['Christina Andreef'],8
1713,"drama,romance,war",1,love is a many-splendored thing,1955,"William Holden,Jennifer Jones,Torin Thatcher,Isobel Elsom,Murray Matheson,Virginia Gregg,Richard Loo,Soo Yong,Philip Ahn,Jorja Curtright",['Henry King'],8
1714,"adventure,crime,drama",41,thelma & louise,1991,"Susan Sarandon,Geena Davis,Harvey Keitel,Michael Madsen,Christopher McDonald,Stephen Tobolowsky,Brad Pitt,Timothy Carhart,Lucinda Jenney,Jason Beghe",['Ridley Scott'],6.926829268
1715,"comedy,romance",6,she's gotta have it,1986,"Tracy Camilla Johns,Tommy Redmond Hicks,John Canada Terrell,Spike Lee,Raye Dowell,Joie Lee,S. Epatha Merkerson,Bill Lee,Cheryl Burr,Aaron Dugger",['Spike Lee'],6.666666667
1716,drama,3,school daze,2005,"Yui Ichikawa,Maiko Itô,Tomohiro Kaku,Yûta Kanai,Katsuya Kobayashi,Suzuki Matsuo,Asami Mizukawa,Mirai Moriyama,Shûgo Oshinari,Tomorô Taguchi",['Kentarô Moriya'],4.333333333
1717,drama,27,do the right thing,2019,"Khris Augustine,Bentley Balazs,Eugene Thomas Erlikh",['Mrigank Pandey'],8.074074074
1718,"drama,musical",5,mo' better blues,1990,"Denzel Washington,Spike Lee,Wesley Snipes,Giancarlo Esposito,Robin Harris,Joie Lee,Bill Nunn,John Turturro,Dick Anthony Williams,Cynda Williams",['Spike Lee'],6.8
1719,"drama,romance",7,jungle fever,1991,"Wesley Snipes,Annabella Sciorra,Spike Lee,Ossie Davis,Ruby Dee,Samuel L. Jackson,Lonette McKee,John Turturro,Frank Vincent,Anthony Quinn",['Spike Lee'],6.142857143
1720,"action,crime,drama",4,death wish,2018,"Bruce Willis,Vincent D'Onofrio,Elisabeth Shue,Camila Morrone,Dean Norris,Beau Knapp,Kimberly Elise,Len Cariou,Jack Kesy,Ronnie Gene Blevins",['Eli Roth'],6
1721,"action,drama",2,death wish 3,1985,"Charles Bronson,Deborah Raffin,Ed Lauter,Martin Balsam,Gavan O'Herlihy,Kirk Taylor,Alex Winter,Tony Spiridakis,Ricco Ross,Tony Britts",['Michael Winner'],3
1722,"action,drama",1,death wish 4: the crackdown,1987,"Charles Bronson,Kay Lenz,John P. Ryan,Perry Lopez,George Dickerson,Soon-Tek Oh,Dana Barron,Jesse Dabson,Peter Sherayko,James Purcell",['J. Lee Thompson'],2
1723,"crime,drama,film-noir",17,double indemnity,1944,"Fred MacMurray,Barbara Stanwyck,Edward G. Robinson,Byron Barr,Porter Hall,Jean Heather,Tom Powers,Richard Gaines,Fortunio Bonanova,John Philliber",['Billy Wilder'],8.647058824
1724,"drama,romance",4,dying young,1991,"Julia Roberts,Campbell Scott,Vincent D'Onofrio,Colleen Dewhurst,David Selby,Ellen Burstyn,Dion Anderson,George Martin,A.J. Johnson,Daniel Beer",['Joel Schumacher'],7.5
1725,"action,children,comedy,fantasy,sci-fi",25,teenage mutant ninja turtles,2014,"Megan Fox,Will Arnett,William Fichtner,Noel Fisher,Alan Ritchson,Pete Ploszek,Johnny Knoxville,Jeremy Howard,Danny Woodburn,Tony Shalhoub",['Jonathan Liebesman'],6
1726,"action,children,fantasy",13,teenage mutant ninja turtles ii: the secret of the ooze,1991,"Paige Turco,David Warner,Michelan Sisti,Michelan Sisti,Leif Tilden,Leif Tilden,Kenn Scott,Mark Caso,Mark Caso,Kevin Clash,Ernie Reyes Jr.,François Chau,Toshishiro Obata",['Michael Pressman'],5.384615385
1727,"action,adventure,children,comedy,fantasy",14,teenage mutant ninja turtles iii,1993,"Elias Koteas,Elias Koteas,Paige Turco,Stuart Wilson,Sab Shimono,Vivian Wu,Mark Caso,Matt Hill,Jim Raposa,David Fraser,James Murray",['Stuart Gillard'],4.142857143
1728,"action,drama,war",14,red dawn,2012,"Chris Hemsworth,Isabel Lucas,Josh Hutcherson,Josh Peck,Adrianne Palicki,Connor Cruise,Edwin Hodge,Brett Cullen,Alyssa Diaz,Julian Alcaraz",['Dan Bradley'],6.857142857
1729,"action,crime,drama",1,band of the hand,1986,"Stephen Lang,Michael Carmine,Lauren Holly,John Cameron Mitchell,Danny Quinn,Leon,Al Shannon,Danton Stone,Paul Calderon,Laurence Fishburne",['Paul Michael Glaser'],2
1730,action,9,bloodsport,1988,"Jean-Claude Van Damme,Donald Gibb,Leah Ayres,Norman Burton,Forest Whitaker,Roy Chiao,Rani Gill,Philip Chan,Pierre Rafini,Bolo Yeung",['Newt Arnold'],5.888888889
1731,"mystery,thriller",4,eyes of laura mars,1978,"Faye Dunaway,Tommy Lee Jones,Brad Dourif,Rene Auberjonois,Raul Julia,Frank Adonis,Lisa Taylor,Darlanne Fluegel,Rose Gregorio,Bill Boggs",['Irvin Kershner'],7
1732,"comedy,drama",2,funny bones,1995,"Jerry Lewis,Oliver Platt,Lee Evans,Leslie Caron,Richard Griffiths,Sadie Corre,Oliver Reed,George Carl,Freddie Davies,Ian McNeice",['Peter Chelsom'],5.5
1733,"comedy,drama,war",43,"good morning, vietnam",1987,"Robin Williams,Forest Whitaker,Tom T. Tran,Chintara Sukapatana,Bruno Kirby,Robert Wuhl,J.T. Walsh,Noble Willingham,Richard Edson,Juney Smith",['Barry Levinson'],7.604651163
1734,comedy,29,grumpy old men,1993,"Jack Lemmon,Walter Matthau,Ann-Margret,Burgess Meredith,Daryl Hannah,Kevin Pollak,Ossie Davis,Buck Henry,Christopher McDonald,Steve Cochran",['Donald Petrie'],6.586206897
1735,drama,11,guess who's coming to dinner,1967,"Spencer Tracy,Sidney Poitier,Katharine Hepburn,Katharine Houghton,Cecil Kellaway,Beah Richards,Roy Glenn,Isabel Sanford,Virginia Christine,Alexandra Hay",['Stanley Kramer'],9.090909091
1736,"action,crime,romance,thriller",18,romeo must die,2000,"Jet Li,Aaliyah,Isaiah Washington,Russell Wong,Delroy Lindo,D.B. Woodside,Henry O,Jon Kit Lee,Edoardo Ballerini,Anthony Anderson",['Andrzej Bartkowiak'],6.166666667
1737,"drama,romance",2,here on earth,2000,"Chris Klein,Leelee Sobieski,Josh Hartnett,Michael Rooker,Annie Corley,Bruce Greenwood,Annette O'Toole,Elaine Hendrix,Stuart Wilson,Ronni Saxon",['Mark Piznarski'],6
1738,"comedy,romance",2,whatever it takes,2024,,['Jenny Carchman'],4.5
1739,"drama,thriller",1,buddy boy,1999,"Aidan Gillen,Emmanuelle Seigner,Susan Tyrrell,Mark Boone Junior,Harry Groener,Hector Elias,Jon Huertas,Richard Assad,Kellie Waymire,Tim DeKay",['Mark Hanlon'],5
1740,"drama,horror",1,gothic,1986,"Gabriel Byrne,Julian Sands,Natasha Richardson,Myriam Cyr,Timothy Spall,Alec Mango,Andreas Wisniewski,Dexter Fletcher,Pascal King,Tom Hickey",['Ken Russell'],8
1741,"adventure,drama,thriller",13,lord of the flies,1990,"Balthazar Getty,Chris Furrh,Danuel Pipoly,James Badge Dale,Andrew Taft,Edward Taft,Gary Rule,Terry Wells,Braden MacDonald,Angus Burgin",['Harry Hook'],6.076923077
1742,"comedy,drama,romance",25,modern times,1936,"Charles Chaplin,Paulette Goddard,Henry Bergman,Tiny Sandford,Chester Conklin,Hank Mann,Stanley Blystone,Al Ernest Garcia,Richard Alexander,Cecil Reynolds",['Charles Chaplin'],7.44
1743,"comedy,fantasy",8,heart and souls,1993,"Robert Downey Jr.,Charles Grodin,Alfre Woodard,Kyra Sedgwick,Tom Sizemore,David Paymer,Elisabeth Shue,Bill Calvert,Lisa Lucas,Shannon Orrock",['Ron Underwood'],6
1744,"drama,western",4,hud,1963,"Paul Newman,Melvyn Douglas,Patricia Neal,Brandon De Wilde,Whit Bissell,Crahan Denton,John Ashley,Val Avery,George Petrie,Curt Conway",['Martin Ritt'],7.5
1745,drama,6,inherit the wind,1960,"Spencer Tracy,Fredric March,Gene Kelly,Dick York,Donna Anderson,Harry Morgan,Claude Akins,Elliott Reid,Paul Hartman,Philip Coolidge",['Stanley Kramer'],8.166666667
1746,"adventure,drama",5,dersu uzala,1975,"Maksim Munzuk,Yuriy Solomin,Mikhail Bychkov,Vladimir Khrulyov,V. Lastochkin,Stanislav Marin,Igor Sykhra,Vladimir Sergiyakov,Yanis Yakobsons,Vladimir Khlestov",['Akira Kurosawa'],8.6
1747,"adventure,drama,sci-fi",60,close encounters of the third kind,1977,"Richard Dreyfuss,François Truffaut,Teri Garr,Melinda Dillon,Bob Balaban,J. Patrick McNamara,Warren J. Kemmerling,Roberts Blossom,Philip Dodds,Cary Guffey",['Steven Spielberg'],7.483333333
1748,"sci-fi,thriller",1,retroactive,1997,"Jim Belushi,Kylie Travis,Shannon Whirry,Frank Whaley,Jesse Borrego,M. Emmet Walsh,Sherman Howard,Guy Boyd,Kristina Coggins,Robbie Thibaut Jr.",['Louis Morneau'],8
1749,"horror,mystery",26,jacob's ladder,2019,"Michael Ealy,Jesse Williams,Nicole Beharie,Guy Burnet,Joseph Sikora,Karla Souza,Karla Souza,Ritchie Coster,Jon Eyez,Desmond Phillips,Theresa O'Shea",['David M. Rosenthal'],7.115384615
1750,"comedy,drama",13,empire records,1995,"Anthony LaPaglia,Debi Mazar,Maxwell Caulfield,Rory Cochrane,Johnny Whitworth,Robin Tunney,Renée Zellweger,Ethan Embry,Coyote Shivers,Brendan Sexton III",['Allan Moyle'],6.769230769
1751,"adventure,fantasy,romance",18,ladyhawke,1985,"Matthew Broderick,Rutger Hauer,Michelle Pfeiffer,Leo McKern,John Wood,Ken Hutchison,Alfred Molina,Giancarlo Prete,Loris Loddi,Alex Serra",['Richard Donner'],6.666666667
1752,"drama,romance",3,lucas,2021,"Jordi Aguilar,Irene Anula,Jorge Cabrera,Álvaro Ferrandis,Modest Luis,Sergi Martínez,Jorge Motos,Ainhoa Ortuño,Máximo Pastor,Ana Revert",['Álex Montoya'],6.666666667
1753,"comedy,drama,romance",75,high fidelity,2000,"John Cusack,Iben Hjejle,Todd Louiso,Jack Black,Lisa Bonet,Catherine Zeta-Jones,Joan Cusack,Tim Robbins,Chris Rehmann,Ben Carr",['Stephen Frears'],7.333333333
1754,"adventure,comedy,fantasy",53,hook,2023,"Hasan Alipoor,Mohsen Ashtianipour,Mohammad Salim Barahouei,Alireza Jafari,Amir Jafari,Amir Mahdi Jule,Sarina Mostafavi,Mohammad Mousavi,Arezoo Taj Nia,Alireza Osivand",['Hossein Rigi'],6.716981132
1755,"adventure,drama,western",6,true grit,2010,"Jeff Bridges,Matt Damon,Hailee Steinfeld,Josh Brolin,Barry Pepper,Dakin Matthews,Jarlath Conroy,Paul Rae,Domhnall Gleeson,Elizabeth Marvel","['Ethan Coen', 'Joel Coen']",8
1756,drama,1,madame sousatzka,1988,"Shirley MacLaine,Navin Chowdhry,Peggy Ashcroft,Twiggy,Shabana Azmi,Leigh Lawson,Geoffrey Bayldon,Lee Montague,Robert Rietty,Greg Ellis",['John Schlesinger'],10
1757,comedy,4,max dugan returns,1983,"Jason Robards,Marsha Mason,Donald Sutherland,Matthew Broderick,Dody Goodman,Sal Viscuso,Panchito Gómez,Charley Lau,Mari Gorman,Brian Part",['Herbert Ross'],5
1758,drama,8,midnight express,1978,"Brad Davis,Irene Miracle,Bo Hopkins,Paolo Bonacelli,Paul L. Smith,Randy Quaid,Norbert Weisser,John Hurt,Mike Kellin,Franco Diogene",['Alan Parker'],8
1759,"drama,horror,thriller",44,misery,1990,"James Caan,Kathy Bates,Richard Farnsworth,Frances Sternhagen,Lauren Bacall,Graham Jarvis,Jerry Potter,Thomas Brunelle,June Christopher,Julie Payne",['Rob Reiner'],7.681818182
1760,"comedy,drama",4,mr. saturday night,1992,"Billy Crystal,David Paymer,Julie Warner,Helen Hunt,Mary Mara,Jerry Orbach,Ron Silver,Sage Allen,Jason Marsden,Michael Weiner",['Billy Crystal'],6
1761,"comedy,romance",5,murphy's romance,1985,"Sally Field,James Garner,Brian Kerwin,Corey Haim,Dennis Burkley,Georgann Johnson,Dortha Duckworth,Michael Prokopuk,Billy Ray Sharkey,Michael Crabtree",['Martin Ritt'],4.6
1762,drama,3,my life,1993,"Michael Keaton,Nicole Kidman,Bradley Whitford,Queen Latifah,Michael Constantine,Rebecca Schull,Mark Lowenthal,Lee Garlington,Toni Sawyer,Haing S. Ngor",['Bruce Joel Rubin'],7
1763,"comedy,drama",22,network,2019,"Saswata Chatterjee,Sabyasachi Chakrabarty,Indrajit Mazumder,Rini Ghosh,Bhaskar Banerjee,Saptarshi Ray,Darshana Banik,Saayoni Ghosh,Anindya Chatterjee,Rajat Ganguly",['Saptaswa Basu'],8.045454545
1764,"drama,mystery,thriller",9,no way out,2023,"Marques Houston,Casper Smart,Kelly Perine,Gary Anthony Sturgis,Al Sapienza,Howard Alonzo,Jaime Alvarez,Lyrica Anderson,Alex Andrecs,Rene Aranda",['Chris Stokes'],7.444444444
1765,"comedy,drama",5,north dallas forty,1979,"Nick Nolte,Charles Durning,Mac Davis,Dayle Haddon,Bo Svenson,John Matuszak,Steve Forrest,G.D. Spradlin,Dabney Coleman,Savannah Smith Boucher",['Ted Kotcheff'],6
1766,"drama,thriller",36,frequency,2014,"Edith Snow,Thaddaeus Edwards,Eryk Pruitt",['Piper Kessler'],6.833333333
1767,comedy,6,ready to rumble,2000,"David Arquette,Oliver Platt,Scott Caan,Bill Goldberg,Rose McGowan,Dallas Page,Richard Lineback,Chris Owen,Steve Borden,Joe Pantoliano",['Brian Robbins'],4.5
1768,"drama,romance",8,return to me,2022,"Every Heart,Kodi Lane,John Flanders,Ainah Lagrimas,Jason Gregory London,Louis Anthoni Soriano,Alex Sorto,Ryan Q. Tran,Deborah Vancelette,Justin Wilson",['Benjamin Ironside Koppin'],7.125
1769,"drama,thriller",7,rules of engagement,2000,"Tommy Lee Jones,Samuel L. Jackson,Guy Pearce,Ben Kingsley,Bruce Greenwood,Anne Archer,Blair Underwood,Philip Baker Hall,Dale Dye,Amidou",['William Friedkin'],6.142857143
1770,drama,1,joe gould's secret,2000,"Ian Holm,Stanley Tucci,Hope Davis,Sarah Hyland,Hallee Hirsh,Celia Weston,Patrick Tovatt,Susan Sarandon,Patricia Clarkson,John Tormey",['Stanley Tucci'],6
1771,"comedy,romance",9,me myself i,1999,"Rachel Griffiths,David Roberts,Sandy Winton,Yael Stone,Shaun Loseby,Trent Sullivan,Rebecca Frith,Felix Williamson,Ann Burbrook,Maeliosa Stafford",['Pip Karmel'],7.222222222
1772,"action,drama,war",6,force 10 from navarone,1978,"Harrison Ford,Robert Shaw,Edward Fox,Franco Nero,Barbara Bach,Carl Weathers,Richard Kiel,Alan Badel,Michael Byrne,Philip Latham",['Guy Hamilton'],5.833333333
1773,"comedy,drama",7,mystery train,1989,"Masatoshi Nagase,Yûki Kudô,Screamin' Jay Hawkins,Cinqué Lee,Rufus Thomas,Jodie Markell,William Hoch,Pat Hoch,Joshua Elvis Hoch,Reginald Freeman",['Jim Jarmusch'],6.857142857
1774,"comedy,romance",10,arthur,2011,"Russell Brand,Helen Mirren,Jennifer Garner,Greta Gerwig,Geraldine James,Luis Guzmán,Nick Nolte,Christina Jacquelyn Calph,Murphy Guyer,José Ramón Rosario",['Jason Winer'],5.6
1775,comedy,5,bachelor party,2024,"Sudha Belawadi,Gaana Bhat,Diganth,Matta Guruprasad,Sowmya Jaganmurthy,Achara Kirk,Achyuth Kumar,Pawan Kumar,Balaji Manohar,Jayalakshmi Patil",['Abhijit Mahesh'],5.8
1776,"comedy,drama",15,parenthood,1989,"Steve Martin,Mary Steenburgen,Dianne Wiest,Jason Robards,Rick Moranis,Tom Hulce,Martha Plimpton,Keanu Reeves,Harley Jane Kozak,Dennis Dugan",['Ron Howard'],7.4
1777,"action,sci-fi,thriller",61,predator,1987,"Arnold Schwarzenegger,Carl Weathers,Kevin Peter Hall,Kevin Peter Hall,Elpidia Carrillo,Bill Duke,Jesse Ventura,Sonny Landham,Richard Chaves,R.G. Armstrong,Shane Black",['John McTiernan'],7.163934426
1778,"comedy,drama,romance",1,all the vermeers in new york,1990,"Emmanuelle Chaulet,Stephen Lack,Katie Garner,Grace Phillips,Laurel Lee Kiefer,Gracie Mansion,Gordon Joseph Weiss,Roger Ruffin",['Jon Jost'],10
1779,drama,25,28 days,2000,"Sandra Bullock,Viggo Mortensen,Dominic West,Elizabeth Perkins,Azura Skye,Steve Buscemi,Alan Tudyk,Mike O'Malley,Marianne Jean-Baptiste,Reni Santoni",['Betty Thomas'],6.6
1780,"crime,horror,mystery,thriller",59,american psycho,2020,,['Noble Jones'],7.576271186
1781,"comedy,drama,romance",21,keeping the faith,2000,"Ben Stiller,Edward Norton,Jenna Elfman,Anne Bancroft,Eli Wallach,Ron Rifkin,Milos Forman,Holland Taylor,Lisa Edelstein,Rena Sofer",['Edward Norton'],6.904761905
1782,"comedy,drama",3,where the money is,2000,"Paul Newman,Linda Fiorentino,Dermot Mulroney,Susan Barnes,Anne Pitoniak,Bruce MacVittie,Irma St. Paule,Michel Perron,Dorothy Gordon,Rita Tuckett",['Marek Kanievska'],6.666666667
1783,"comedy,drama",14,diner,2019,"Yûki Ashida,Katsuki Bettô,Tatsuya Fujiwara,Kanata Hongô,Nobuaki Kaneko,Masataka Kubota,Miki Maya,Kazuki Miki,Christopher Nishizawa,Shun Oguri",['Mika Ninagawa'],7.5
1784,comedy,3,shakes the clown,1991,"Bobcat Goldthwait,Julie Brown,Bruce Baum,Steve Bean,Blake Clark,Eliza Coyle,Paul Dooley,Gerald F. Edelstein,Robin Williams,Jack Gallagher",['Bobcat Goldthwait'],4.666666667
1785,"drama,musical",5,cabaret,2019,"Akshay Anand,Richa Chadha,Gulshan Devaiah,Laura Jane Dunkerley,Gulshan Grover,Sharad S. Kapoor,Rajat Kaul,Manoj Pahwa,Sheeva Rana","['Kaustav Narayan Niyogi', 'Gill Shubham', 'Goswami Mahesh Gari Tulsigiri']",6
1786,"drama,horror,thriller",2,what ever happened to baby jane?,1962,"Bette Davis,Joan Crawford,Victor Buono,Wesley Addy,Julie Allred,Anne Barton,Marjorie Bennett,Bert Freed,Anna Lee,Maidie Norman",['Robert Aldrich'],9
1787,"comedy,drama",5,auntie mame,1958,"Rosalind Russell,Forrest Tucker,Coral Browne,Fred Clark,Roger Smith,Patric Knowles,Peggy Cass,Jan Handzlik,Joanna Barnes,Pippa Scott",['Morton DaCosta'],7.4
1788,"comedy,musical,romance",8,guys and dolls,1955,"Marlon Brando,Jean Simmons,Frank Sinatra,Vivian Blaine,Robert Keith,Stubby Kaye,B.S. Pully,Johnny Silver,Sheldon Leonard,Danny Dayton",['Joseph L. Mankiewicz'],7.875
1789,horror,6,the hunger,2020,Liam Neeson,['Ruán Magan'],7.333333333
1790,"crime,drama,thriller",13,marathon man,1976,"Dustin Hoffman,Laurence Olivier,Roy Scheider,William Devane,Marthe Keller,Fritz Weaver,Richard Bright,Marc Lawrence,Allen Joseph,Tito Goya",['John Schlesinger'],6.923076923
1791,comedy,52,caddyshack,1980,"Chevy Chase,Rodney Dangerfield,Bill Murray,Ted Knight,Michael O'Keefe,Sarah Holcomb,Scott Colomby,Cindy Morgan,Dan Resin,Henry Wilcoxon",['Harold Ramis'],7.653846154
1792,"drama,thriller",5,gossip,2000,"James Marsden,Lena Headey,Norman Reedus,Kate Hudson,Eric Bogosian,Edward James Olmos,Joshua Jackson,Sharon Lawrence,Marisa Coughlan,Kwok-Wing Leung",['Davis Guggenheim'],4.8
1793,"action,thriller,war",33,u-571,2000,"Matthew McConaughey,Bill Paxton,Harvey Keitel,Jon Bon Jovi,David Keith,Thomas Kretschmann,Jake Weber,Jack Noseworthy,Tom Guiry,Will Estes",['Jonathan Mostow'],6.848484848
1794,"mystery,thriller",5,jennifer 8,1992,"Andy Garcia,Uma Thurman,Lance Henriksen,Graham Beckel,Kathy Baker,Kevin Conway,John Malkovich,Perry Lang,Nicholas Love,Michael O'Neill",['Bruce Robinson'],5.8
1795,"comedy,drama,romance",3,limelight,2017,"Paul Vandervort,Brit Shaw,Sean Kanan,Jonathan Lipnicki,Jenna Jameson,Timmy Deters,Keith Coogan,David Chokachi,Mike Manning,Lindsey Sporrer",['James Cullen Bressack'],7.333333333
1796,"comedy,drama",7,where the heart is,2000,"Natalie Portman,James Frain,Ashley Judd,Stockard Channing,Joan Cusack,Dylan Bruno,Sue McCormick,Keith David,Ray Prewitt,Laura House",['Matt Williams'],7
1797,"comedy,drama,romance",1,bossa nova,2000,"Amy Irving,Antônio Fagundes,Alexandre Borges,Débora Bloch,Drica Moraes,Giovanna Antonelli,Rogério Cardoso,Serjão Loroza,Flávio São Thiago,Alberto de Mendoza",['Bruno Barreto'],10
1798,"horror,sci-fi",4,carnosaur,1993,"Diane Ladd,Raphael Sbarge,Jennifer Runyon,Harrison Page,Ned Bellamy,Clint Howard,Frank Novak,Ed Williams,Andrew Magarian,Brent Hinkley","['Adam Simon', 'Darren Patrick Moloney']",4
1799,"horror,sci-fi",2,carnosaur 2,1995,"John Savage,Cliff De Young,Don Stroud,Rick Dean,Ryan Thomas Johnson,Arabella Holzbog,Miguel A. Núñez Jr.,Neith Hunter,Guy Boyd,Michael McDonald",['Louis Morneau'],3
1800,"horror,sci-fi",1,carnosaur 3: primal species,1996,"Rob Camilletti,Stephen Lee,Cyril O'Reilly,Scott Valentine,Rodger Halston,Terri J. Vaughn,Billy Burnette,Rick Dean,Jason Brawley,Jonathan Winfrey",['Jonathan Winfrey'],2
1801,"drama,romance",2,two moon junction,1988,"Sherilyn Fenn,Richard Tyson,Louise Fletcher,Burl Ives,Kristy McNichol,Martin Hewitt,Juanita Moore,Don Galloway,Millie Perkins,Milla Jovovich",['Zalman King'],4
1802,"action,adventure,drama",170,gladiator,2000,"Russell Crowe,Joaquin Phoenix,Connie Nielsen,Oliver Reed,Richard Harris,Derek Jacobi,Djimon Hounsou,David Schofield,John Shrapnel,Tomas Arana",['Ridley Scott'],7.876470588
1803,drama,2,up at the villa,2000,"Kristin Scott Thomas,Sean Penn,Anne Bancroft,James Fox,Jeremy Davies,Derek Jacobi,Massimo Ghini,Dudley Sutton,Lorenza Indovina,Roger Hammond",['Philip Haas'],7
1804,comedy,2,human traffic,1999,"John Simm,Lorraine Pilkington,Shaun Parkes,Nicola Reynolds,Danny Dyer,Dean Davies,Peter Albert,Jan Anderson,Terence Beesley,Sarah Blackburn",['Justin Kerrigan'],7
1805,"action,drama,romance,thriller",4,breathless,2021,"Elvis Nolasco,Ettore D'Alessandro,Judith Rodriguez Perez,Camila Santana,Vincenzo Amato,Tony Sperandeo,Gerardo Mercedes,Jean Jean,Lizbeth Santos,Margaux Da Silva","[""Ettore D'Alessandro""]",4
1806,"drama,romance",1,the idolmaker,1980,"Ray Sharkey,Tovah Feldshuh,Peter Gallagher,Paul Land,Joe Pantoliano,Maureen McCormick,John Aprea,Richard Bright,Olympia Dukakis,Steve Peck",['Taylor Hackford'],8
1807,horror,2,inferno,2016,"Tom Hanks,Felicity Jones,Irrfan Khan,Ben Foster,Omar Sy,Sidse Babett Knudsen,Ana Ularu,Ida Darvish,Paolo Antonio Simioni,Alessandro Grimaldi",['Ron Howard'],5
1808,"comedy,drama",15,mr. mom,1983,"Michael Keaton,Teri Garr,Frederick Koehler,Taliesin Jaffe,Courtney White,Brittany White,Martin Mull,Ann Jillian,Jeffrey Tambor,Christopher Lloyd",['Stan Dragoti'],5.466666667
